"","X","Country","Year","Month","Day","flu_cases","infant_mortality","life_expectancy","fertility","population","gdp","continent","region"
"4240",4240,"Bulgaria",2015,2,1,992,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4241",4241,"Bulgaria",2015,4,5,589,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4242",4242,"Bulgaria",2015,1,25,1073,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4243",4243,"Bulgaria",2015,4,12,543,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4244",4244,"Bulgaria",2015,1,18,1140,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4245",4245,"Bulgaria",2015,4,19,456,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4246",4246,"Bulgaria",2015,4,26,388,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4247",4247,"Bulgaria",2015,1,11,762,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4248",4248,"Bulgaria",2015,5,3,353,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4249",4249,"Bulgaria",2015,1,4,592,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4250",4250,"Bulgaria",2015,5,10,290,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4251",4251,"Bulgaria",2015,5,17,247,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4252",4252,"Bulgaria",2015,5,24,263,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4253",4253,"Bulgaria",2015,8,9,137,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4254",4254,"Bulgaria",2015,5,31,294,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4255",4255,"Bulgaria",2015,6,7,285,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4256",4256,"Bulgaria",2015,6,14,247,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4257",4257,"Bulgaria",2015,6,21,204,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4258",4258,"Bulgaria",2015,6,28,175,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4259",4259,"Bulgaria",2015,7,5,165,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4260",4260,"Bulgaria",2015,7,12,147,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4261",4261,"Bulgaria",2015,7,19,138,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4262",4262,"Bulgaria",2015,7,26,136,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4263",4263,"Bulgaria",2015,8,2,134,9.3,74.8,1.57,7149787,NA,"Europe","Eastern Europe"
"4264",4264,"Canada",2003,11,23,3138,5.2,79.8,1.54,31596593,773714028802,"Americas","Northern America"
"4265",4265,"Canada",2003,11,2,1995,5.2,79.8,1.54,31596593,773714028802,"Americas","Northern America"
"4266",4266,"Canada",2003,12,28,4950,5.2,79.8,1.54,31596593,773714028802,"Americas","Northern America"
"4267",4267,"Canada",2003,12,7,5303,5.2,79.8,1.54,31596593,773714028802,"Americas","Northern America"
"4268",4268,"Canada",2003,11,9,2335,5.2,79.8,1.54,31596593,773714028802,"Americas","Northern America"
"4269",4269,"Canada",2003,10,5,1339,5.2,79.8,1.54,31596593,773714028802,"Americas","Northern America"
"4270",4270,"Canada",2003,12,21,7014,5.2,79.8,1.54,31596593,773714028802,"Americas","Northern America"
"4271",4271,"Canada",2003,12,14,7531,5.2,79.8,1.54,31596593,773714028802,"Americas","Northern America"
"4272",4272,"Canada",2003,11,30,4229,5.2,79.8,1.54,31596593,773714028802,"Americas","Northern America"
"4273",4273,"Canada",2003,9,28,1280,5.2,79.8,1.54,31596593,773714028802,"Americas","Northern America"
"4274",4274,"Canada",2003,10,26,1895,5.2,79.8,1.54,31596593,773714028802,"Americas","Northern America"
"4275",4275,"Canada",2003,11,16,2731,5.2,79.8,1.54,31596593,773714028802,"Americas","Northern America"
"4276",4276,"Canada",2003,10,19,1593,5.2,79.8,1.54,31596593,773714028802,"Americas","Northern America"
"4277",4277,"Canada",2003,10,12,1451,5.2,79.8,1.54,31596593,773714028802,"Americas","Northern America"
"4278",4278,"Canada",2004,5,9,895,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4279",4279,"Canada",2004,3,21,1424,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4280",4280,"Canada",2004,12,12,2722,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4281",4281,"Canada",2004,11,14,2237,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4282",4282,"Canada",2004,2,8,1649,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4283",4283,"Canada",2004,2,1,1699,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4284",4284,"Canada",2004,8,15,810,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4285",4285,"Canada",2004,12,5,2457,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4286",4286,"Canada",2004,4,11,1425,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4287",4287,"Canada",2004,11,28,2345,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4288",4288,"Canada",2004,4,4,1178,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4289",4289,"Canada",2004,8,8,651,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4290",4290,"Canada",2004,8,29,755,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4291",4291,"Canada",2004,2,29,1427,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4292",4292,"Canada",2004,5,16,684,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4293",4293,"Canada",2004,9,12,1042,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4294",4294,"Canada",2004,12,19,3099,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4295",4295,"Canada",2004,8,1,631,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4296",4296,"Canada",2004,11,7,2245,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4297",4297,"Canada",2004,3,14,1404,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4298",4298,"Canada",2004,2,22,1580,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4299",4299,"Canada",2004,4,18,1163,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4300",4300,"Canada",2004,5,23,743,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4301",4301,"Canada",2004,9,5,1014,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4302",4302,"Canada",2004,1,25,2155,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4303",4303,"Canada",2004,5,30,1041,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4304",4304,"Canada",2004,10,31,2207,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4305",4305,"Canada",2004,1,18,2230,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4306",4306,"Canada",2004,6,6,792,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4307",4307,"Canada",2004,7,25,528,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4308",4308,"Canada",2004,10,24,2014,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4309",4309,"Canada",2004,6,13,819,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4310",4310,"Canada",2004,3,28,1111,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4311",4311,"Canada",2004,9,19,1407,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4312",4312,"Canada",2004,12,26,3586,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4313",4313,"Canada",2004,3,7,1409,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4314",4314,"Canada",2004,8,22,671,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4315",4315,"Canada",2004,9,26,1656,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4316",4316,"Canada",2004,11,21,2156,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4317",4317,"Canada",2004,1,11,2866,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4318",4318,"Canada",2004,7,18,699,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4319",4319,"Canada",2004,10,17,1924,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4320",4320,"Canada",2004,6,20,755,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4321",4321,"Canada",2004,4,25,1043,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4322",4322,"Canada",2004,7,11,663,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4323",4323,"Canada",2004,1,4,3649,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4324",4324,"Canada",2004,2,15,1700,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4325",4325,"Canada",2004,10,10,1675,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4326",4326,"Canada",2004,10,3,1544,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4327",4327,"Canada",2004,7,4,752,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4328",4328,"Canada",2004,5,2,786,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4329",4329,"Canada",2004,6,27,711,5.2,80.1,1.55,31918582,797853728386,"Americas","Northern America"
"4330",4330,"Canada",2005,10,30,2305,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4331",4331,"Canada",2005,2,13,3274,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4332",4332,"Canada",2005,8,14,665,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4333",4333,"Canada",2005,8,21,835,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4334",4334,"Canada",2005,2,27,3527,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4335",4335,"Canada",2005,5,15,1262,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4336",4336,"Canada",2005,5,22,1182,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4337",4337,"Canada",2005,2,6,3526,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4338",4338,"Canada",2005,6,19,944,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4339",4339,"Canada",2005,5,29,1110,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4340",4340,"Canada",2005,11,6,2131,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4341",4341,"Canada",2005,2,20,3658,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4342",4342,"Canada",2005,1,30,3392,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4343",4343,"Canada",2005,10,2,1758,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4344",4344,"Canada",2005,11,13,2433,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4345",4345,"Canada",2005,5,8,1524,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4346",4346,"Canada",2005,6,26,748,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4347",4347,"Canada",2005,10,23,2054,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4348",4348,"Canada",2005,7,3,892,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4349",4349,"Canada",2005,11,20,2387,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4350",4350,"Canada",2005,9,25,1642,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4351",4351,"Canada",2005,5,1,1451,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4352",4352,"Canada",2005,10,16,2048,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4353",4353,"Canada",2005,3,6,2927,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4354",4354,"Canada",2005,1,23,3276,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4355",4355,"Canada",2005,11,27,2134,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4356",4356,"Canada",2005,6,12,777,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4357",4357,"Canada",2005,7,10,812,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4358",4358,"Canada",2005,9,18,1424,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4359",4359,"Canada",2005,1,16,3123,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4360",4360,"Canada",2005,12,4,2256,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4361",4361,"Canada",2005,1,9,3120,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4362",4362,"Canada",2005,4,24,1509,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4363",4363,"Canada",2005,7,17,639,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4364",4364,"Canada",2005,12,11,2321,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4365",4365,"Canada",2005,3,13,2786,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4366",4366,"Canada",2005,1,2,3761,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4367",4367,"Canada",2005,9,11,1169,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4368",4368,"Canada",2005,12,18,2480,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4369",4369,"Canada",2005,7,24,732,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4370",4370,"Canada",2005,10,9,1786,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4371",4371,"Canada",2005,4,17,1509,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4372",4372,"Canada",2005,6,5,878,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4373",4373,"Canada",2005,12,25,2697,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4374",4374,"Canada",2005,9,4,1050,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4375",4375,"Canada",2005,3,20,2438,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4376",4376,"Canada",2005,7,31,705,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4377",4377,"Canada",2005,4,10,1715,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4378",4378,"Canada",2005,8,28,936,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4379",4379,"Canada",2005,3,27,2370,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4380",4380,"Canada",2005,8,7,745,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4381",4381,"Canada",2005,4,3,2036,5.3,80.2,1.57,32256333,821941389978,"Americas","Northern America"
"4382",4382,"Canada",2006,4,30,1445,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4383",4383,"Canada",2006,11,12,2228,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4384",4384,"Canada",2006,4,23,1632,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4385",4385,"Canada",2006,4,9,1854,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4386",4386,"Canada",2006,8,20,752,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4387",4387,"Canada",2006,3,5,3533,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4388",4388,"Canada",2006,7,9,786,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4389",4389,"Canada",2006,12,10,2717,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4390",4390,"Canada",2006,11,5,2088,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4391",4391,"Canada",2006,1,1,2915,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4392",4392,"Canada",2006,7,16,724,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4393",4393,"Canada",2006,9,24,1627,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4394",4394,"Canada",2006,10,1,1770,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4395",4395,"Canada",2006,2,26,3310,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4396",4396,"Canada",2006,5,21,1172,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4397",4397,"Canada",2006,12,17,3008,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4398",4398,"Canada",2006,10,29,2048,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4399",4399,"Canada",2006,7,23,707,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4400",4400,"Canada",2006,4,16,1769,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4401",4401,"Canada",2006,9,3,931,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4402",4402,"Canada",2006,5,14,1173,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4403",4403,"Canada",2006,2,19,2793,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4404",4404,"Canada",2006,1,22,2295,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4405",4405,"Canada",2006,12,24,3302,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4406",4406,"Canada",2006,10,22,2003,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4407",4407,"Canada",2006,7,30,744,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4408",4408,"Canada",2006,5,7,1276,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4409",4409,"Canada",2006,1,8,2356,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4410",4410,"Canada",2006,1,15,2223,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4411",4411,"Canada",2006,8,27,801,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4412",4412,"Canada",2006,8,6,736,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4413",4413,"Canada",2006,2,12,2503,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4414",4414,"Canada",2006,10,15,1864,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4415",4415,"Canada",2006,1,29,2401,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4416",4416,"Canada",2006,9,17,1427,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4417",4417,"Canada",2006,3,26,2326,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4418",4418,"Canada",2006,11,26,2418,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4419",4419,"Canada",2006,8,13,774,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4420",4420,"Canada",2006,6,11,951,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4421",4421,"Canada",2006,6,18,858,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4422",4422,"Canada",2006,3,19,2752,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4423",4423,"Canada",2006,9,10,1118,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4424",4424,"Canada",2006,10,8,1758,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4425",4425,"Canada",2006,2,5,2587,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4426",4426,"Canada",2006,11,19,2334,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4427",4427,"Canada",2006,6,25,752,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4428",4428,"Canada",2006,6,4,940,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4429",4429,"Canada",2006,12,31,3722,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4430",4430,"Canada",2006,12,3,2520,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4431",4431,"Canada",2006,3,12,2843,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4432",4432,"Canada",2006,4,2,2169,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4433",4433,"Canada",2006,5,28,1078,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4434",4434,"Canada",2006,7,2,785,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"4435",4435,"Canada",2007,10,14,1513,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4436",4436,"Canada",2007,11,25,1911,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4437",4437,"Canada",2007,9,16,1274,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4438",4438,"Canada",2007,7,1,743,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4439",4439,"Canada",2007,11,18,1972,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4440",4440,"Canada",2007,2,4,3309,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4441",4441,"Canada",2007,4,15,1513,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4442",4442,"Canada",2007,8,5,648,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4443",4443,"Canada",2007,3,25,1618,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4444",4444,"Canada",2007,5,20,920,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4445",4445,"Canada",2007,8,26,740,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4446",4446,"Canada",2007,4,1,1588,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4447",4447,"Canada",2007,5,6,1188,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4448",4448,"Canada",2007,9,30,1465,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4449",4449,"Canada",2007,10,7,1340,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4450",4450,"Canada",2007,2,11,3456,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4451",4451,"Canada",2007,6,3,760,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4452",4452,"Canada",2007,6,17,783,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4453",4453,"Canada",2007,6,24,770,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4454",4454,"Canada",2007,9,23,1379,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4455",4455,"Canada",2007,11,11,1896,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4456",4456,"Canada",2007,8,12,590,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4457",4457,"Canada",2007,10,21,1504,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4458",4458,"Canada",2007,2,25,3006,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4459",4459,"Canada",2007,3,4,2845,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4460",4460,"Canada",2007,12,9,2156,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4461",4461,"Canada",2007,3,11,2311,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4462",4462,"Canada",2007,1,21,2844,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4463",4463,"Canada",2007,12,16,2390,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4464",4464,"Canada",2007,7,15,616,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4465",4465,"Canada",2007,7,8,778,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4466",4466,"Canada",2007,4,8,1744,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4467",4467,"Canada",2007,12,30,3058,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
"4468",4468,"Canada",2007,3,18,1847,5.1,80.6,1.66,32982275,863738436331,"Americas","Northern America"
